"MASS","PLUM","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","KOOI","DAG","MAAND","JAAR","WEEKNR","CODE","DATE","jdate","PTOT"
95,4,0,0,0,0,0,0,0,0,0,0,"8",14,8,2012,33,"k183",2012-08-14,226,0
98,4,0,0,0,0,0,0,0,0,0,0,"8",21,8,2012,34,"k183",2012-08-21,233,0
97,3,1,1,1,0,0,0,0,0,0,0,"8",28,8,2012,35,"k183",2012-08-28,240,3
95,3,3,4,3,1,0,0,0,0,0,0,"8",6,9,2012,36,"k183",2012-09-06,249,11
94,7,5,5,5,4,2,0,0,0,0,0,"8",18,9,2012,38,"k183",2012-09-18,261,21
93,3,5,5,5,5,3,2,0,0,0,0,"8",25,9,2012,39,"k183",2012-09-25,268,25
93,3,5,5,5,5,5,5,3,0,0,0,"8",2,10,2012,40,"k183",2012-10-02,275,33
98,4,5,5,5,5,5,4,0,0,0,0,"8",9,10,2012,41,"k183",2012-10-09,282,29
97,2,5,5,5,5,5,5,1,0,0,0,"8",16,10,2012,42,"k183",2012-10-16,289,31
99,3,5,5,5,5,5,5,2,0,0,0,"8",23,10,2012,43,"k183",2012-10-23,296,32
96,3,5,5,5,5,5,5,0,0,0,0,"8",30,10,2012,44,"k183",2012-10-30,303,30
99,3,5,5,5,5,5,5,4,0,0,0,"8",6,11,2012,45,"k183",2012-11-06,310,34
99,3,5,5,5,5,5,5,0,0,0,0,"8",13,11,2012,46,"k183",2012-11-13,317,30
98,3,5,5,5,5,5,5,4,0,0,0,"8",20,11,2012,47,"k183",2012-11-20,324,34
98,3,5,5,5,5,5,5,4,0,0,0,"8",27,11,2012,48,"k183",2012-11-27,331,34
98,3,5,5,5,5,5,5,5,5,5,5,"8",4,12,2012,49,"k183",2012-12-04,338,50
98,3,5,5,5,5,5,5,5,5,5,5,"8",11,12,2012,50,"k183",2012-12-11,345,50
102,3,0,0,0,0,0,0,0,0,0,0,"7",8,1,2013,2,"k183",2013-01-08,7,0
103,3,0,0,0,0,0,0,0,0,0,0,"8",15,1,2013,3,"k183",2013-01-15,14,0
98,3,0,0,0,0,0,0,0,0,0,0,"8",5,2,2013,6,"k183",2013-02-05,35,0
96,3,0,0,0,0,0,0,0,0,0,0,"8",12,2,2013,7,"k183",2013-02-12,42,0
95,3,0,0,0,0,0,0,0,0,0,0,"8",19,2,2013,8,"k183",2013-02-19,49,0
93,3,0,0,0,0,0,0,0,0,0,0,"8",26,2,2013,9,"k183",2013-02-26,56,0
97,2,0,0,0,0,0,0,0,0,0,0,"8",5,3,2013,10,"k183",2013-03-05,63,0
103,3,0,0,0,0,0,0,0,0,0,0,"8",11,3,2013,11,"k183",2013-03-11,69,0
101,3,0,0,0,0,0,0,0,0,0,0,"8",26,3,2013,13,"k183",2013-03-26,84,0
94,2,0,0,0,0,0,0,0,0,0,0,"8",4,4,2013,14,"k183",2013-04-04,93,0
100,3,0,0,0,0,0,0,0,0,0,0,"8",9,4,2013,15,"k183",2013-04-09,98,0
99,3,0,0,0,0,0,0,0,0,0,0,"8",16,4,2013,16,"k183",2013-04-16,105,0
99,2,0,0,0,0,0,0,0,0,0,0,"8",23,4,2013,17,"k183",2013-04-23,112,0
104,3,0,0,0,0,0,0,0,0,0,0,"8",7,5,2013,19,"k183",2013-05-07,126,0
128,3,0,0,0,0,0,0,0,0,0,0,"8",14,5,2013,20,"k183",2013-05-14,133,0
131,4,0,0,0,0,0,0,0,0,0,0,"8",21,5,2013,21,"k183",2013-05-21,140,0
100,3,0,0,0,0,0,0,0,0,0,0,"8",28,5,2013,22,"k183",2013-05-28,147,0
99,2,0,0,0,0,0,0,0,0,0,0,"8",4,6,2013,23,"k183",2013-06-04,154,0
